#Runcat,eta,V,flux,fluxrat,freq,dpts,RA,Dec,ttype,maxRmsSigma,minRmsSigma,detectionThreshold
6332,35673.5886136,0.458051520959,24.827425997,1.70074342935,149,10,135.00905819402,52.1443753568279,2,0,0,0
6346,206298.09468,0.448828810512,49.7099337107,1.68691218202,149,10,135.009079497246,52.144362364685,2,0,0,0
6368,329403.104111,0.784796375223,49.7292700374,2.20108203091,149,10,135.008888026379,52.1445450369938,2,0,0,0
6385,5284.85345364,0.26119474158,12.832504399,1.39985699906,149,10,135.009017155035,52.1444692853882,2,0,0,0
6405,9534.68216789,0.234956866821,24.8369189916,1.35952733388,149,10,135.009067800979,52.1444107897428,2,0,0,0
6424,3210.86654304,0.344601361486,6.26454604233,1.32782430919,149,10,135.008959170701,52.1443707926903,2,0,0,0
6438,15087.3792581,0.94245214818,12.8761739639,1.89484261636,149,10,135.009216820707,52.1443353626054,2,0,0,0
6453,656788.097984,1.04622926505,49.7232832709,1.99284566427,149,10,135.009705219336,52.1447663074435,2,0,0,0
6490,0.000496782199824,0.000251587348056,6.24867720478,1.00038200279,149,5,135.009064905492,52.1443845418311,1,177.7713161,620.71097266,8.0
6495,81023.0621899,0.930641349789,24.8280982228,1.88303432423,149,10,135.009159633655,52.144355372406,2,0,0,0
6522,0.00862585733349,0.000687512963124,6.136937446,1.00110804667,149,5,135.009121177406,52.1443103237315,1,154.552689912,462.010853335,8.0
6542,0.00252982968023,0.000101265375586,24.8197073834,1.00010244347,149,5,135.009042735361,52.1443970061393,1,791.853557966,1866.76872862,8.0
6558,0.0143599384751,0.00015591863808,24.8049801999,1.00017327548,149,5,135.009039441417,52.1443882080008,1,554.593356039,1846.21666911,8.0
6567,6830.9260524,0.828926294626,6.22136452915,1.78728999063,149,10,135.009100999028,52.1443575432106,2,0,0,0
6595,0.0117982806865,0.00853353891433,0.59920749793,1.01039306788,149,5,135.009433037232,52.1429973618955,1,14.5227865401,34.5513792323,8.0
6605,12484.5935323,0.927944213564,6.2671466218,1.88091685949,149,10,135.0083296065,52.1437012427594,2,0,0,0
6628,637532.886806,0.928538576437,49.7218207073,1.88101626124,149,10,135.009104154164,52.144381162374,2,0,0,0
6656,0.00253864190869,0.00135552227513,1.51356055774,1.00206976752,149,5,135.009003839504,52.1443914291637,1,43.0917493948,112.373931259,8.0
6670,617296.77451,0.818160161104,49.7441773049,1.77625175652,149,10,135.009080682741,52.1443861359387,2,0,0,0
