#Runcat,eta,V,flux,fluxrat,freq,dpts,RA,Dec,ttype,maxRmsSigma,minRmsSigma,detectionThreshold
3155,13013.7519721,0.735072406931,24.7731134625,3.0920524948,149,10,135.009428208629,52.144217168941,2,0,0,0
3166,79525.1816157,0.70420015528,49.6436935,3.00418853139,149,10,135.00900891724,52.1444017354422,2,0,0,0
3182,33778.1083789,2.97698467249,49.6006969691,9.47264686887,149,10,135.007597173796,52.1443615350015,2,0,0,0
3206,5291.65280455,0.304556746323,12.9106597518,1.86678330609,149,10,135.009159036836,52.1443913547245,2,0,0,0
3225,29295.8264102,0.267015023055,24.8847533089,1.75993771013,149,10,135.00904888848,52.1443999498678,2,0,0,0
3243,318.494064282,0.235716473989,6.19923255115,1.28745638266,149,10,135.009695056883,52.1444922378405,2,0,0,0
3257,22074.1862797,0.60804594082,12.8342347224,1.74237688003,149,10,135.008985968163,52.1444370354513,2,0,0,0
3276,6823.22364018,0.666518003468,49.6921426459,1.81301698071,149,10,135.009071822395,52.1444663145338,2,0,0,0
3297,5580.51852413,0.671379460599,6.25018252251,1.82092883008,149,10,135.009055645673,52.1444137914903,2,0,0,0
3317,80139.0804448,0.597705676335,24.8468370196,1.72909142867,149,10,135.008997136573,52.1443920995937,2,0,0,0
3353,96.8170657395,0.501352779799,1.14639896431,1.61425585452,149,7,135.065881590622,52.1479901644862,0,7.45645134924,18.5190333545,8.0
3343,3583.58541625,0.649457472144,6.23921777791,1.79391526479,149,10,135.009609638108,52.1443628302576,2,0,0,0
3360,123669.194492,0.670374999373,24.8651569876,1.81791717099,149,10,135.009060255131,52.1443767192162,2,0,0,0
3383,72658.018777,0.666834159875,24.8350108092,1.81435318646,149,10,135.009078912158,52.1443847464467,2,0,0,0
3397,70.5360202933,0.544832034474,6.16028733051,1.66701398128,149,10,135.009125774925,52.1445859456243,2,0,0,0
3418,62.6928625431,0.672680155821,0.702947249508,1.88189317515,149,10,135.009438790665,52.1438293350797,2,0,0,0
3436,6035.72569154,0.599404565218,6.26079615231,1.73332478411,149,10,135.009011915763,52.1443498835855,2,0,0,0
3456,224016.536266,0.597555708407,49.6967509226,1.72895556642,149,10,135.009052462576,52.1444256193624,2,0,0,0
3468,196.4250033,0.656905810624,1.58743458925,1.81113394619,149,10,135.011041976168,52.1444605244061,2,0,0,0
3486,970.954883321,0.532703542839,49.6757077813,1.64969792094,149,10,135.009106929963,52.1443555894517,2,0,0,0
3504,17.0252085519,0.246064500058,0.749388434117,1.30385501085,149,10,135.008389646765,52.1447465152254,2,0,0,0
3520,39.2722092316,0.532654786464,0.775336304457,1.65751614571,149,10,135.00900887388,52.143962012568,2,0,0,0
3545,27177.9658108,0.653730356523,12.9207110557,1.79792551307,149,10,135.008976242964,52.1443034088983,2,0,0,0
3568,1.28173168102,0.235059821176,0.171932101588,1.29303348934,149,10,135.009052021735,52.1449971247826,2,0,0,0
3590,11.1659161205,0.667125081483,3.15450038428,1.82124907929,149,10,135.008709147778,52.1445521178115,2,0,0,0
3604,7.24879358703,0.440402362104,0.352811264068,1.55837438465,149,10,135.010505201311,52.1448831116869,2,0,0,0
3622,15291.5874103,0.635670373478,12.9160420936,1.77622115853,149,10,135.009135614539,52.1444123062553,2,0,0,0
3662,1804.71240985,0.416203711891,6.24221913642,1.50736006196,149,10,135.008951718811,52.1442670732841,2,0,0,0
3695,0.0,0.0,0.206000481668,1.0,149,1,135.010448289193,52.1441122413993,0,5.15880669924,15.3022285165,8.0
3711,8.38158774646,0.713292060536,0.379324135314,1.82788877808,149,9,135.01269312543,52.1452942329085,0,9.7249866987,33.3761122264,8.0
3722,185190.42629,0.668887524398,49.7204133867,1.81613789797,149,10,135.009025887937,52.1443878440214,2,0,0,0
3747,298.169651253,0.244453605525,3.12835980499,1.29923023824,149,10,135.008819377885,52.1444436374794,2,0,0,0
3768,19618.0557732,0.66080324508,12.9191143266,1.80758610352,149,10,135.009002417299,52.1445242291262,2,0,0,0
3786,266.808901966,0.54806710335,1.5526073358,1.67247918093,149,10,135.008908106061,52.1448862339571,2,0,0,0
3809,26621.30829,0.53604901225,12.9137597511,1.65425144376,149,10,135.009074029119,52.1443315661736,2,0,0,0
3827,488770.335602,0.6518819426,49.7370326056,1.79508075297,149,10,135.009062303446,52.1443574746932,2,0,0,0
3853,176581.459897,0.661318606058,24.8629540778,1.80678022968,149,10,135.009101077017,52.1443832671023,2,0,0,0
3875,14574.601429,0.673156532488,12.8914287824,1.8216479902,149,10,135.009089296579,52.1444128498606,2,0,0,0
3895,8.54414446326,0.236735286476,0.389532281782,1.29682364246,149,10,135.008864383559,52.1438096880024,2,0,0,0
3910,288612.670441,0.633924309028,49.6900904098,1.77322074836,149,10,135.009027195629,52.1444024119893,2,0,0,0
3928,736.491892321,0.648270046543,3.08252771868,1.79937371868,149,10,135.009078064957,52.1444500205178,2,0,0,0
3944,50944.2566075,0.655449735144,24.7741935448,1.79969918442,149,10,135.009105848106,52.1446757944799,2,0,0,0
3966,277.980913082,0.416352234279,1.59196186691,1.50948539703,149,10,135.008430346503,52.1442243866866,2,0,0,0
3985,6957.53798999,0.406942089757,13.2181828462,1.49684015918,149,10,135.009475939639,52.1442028745803,2,0,0,0
4005,112.557158971,0.427327253153,3.1471466078,1.52175189723,149,10,135.008890701836,52.1443756268206,2,0,0,0
