#Runcat,eta,V,flux,fluxrat,freq,dpts,RA,Dec,ttype,maxRmsSigma,minRmsSigma,detectionThreshold
11542,0.344302725489,0.0843364564977,0.320770340341,1.09423759034,185,36,100.450359031823,51.7992470496371,2,0,0,0
11543,0.387570800707,0.0884330352301,0.233035439424,1.10723847605,185,20,100.761936226408,53.0405806456022,2,0,0,0
11540,0.402350261217,0.152636528366,0.15821572695,1.14438013776,185,20,99.9018951372428,53.0744712658711,2,0,0,0
11541,1.80789949011,0.0469613664843,0.924010489948,1.07148886039,185,20,100.174547240233,53.0080415822113,2,0,0,0
11546,0.509280744632,0.0571718427866,0.45474481894,1.07278763765,185,20,100.908510412062,51.9666900260972,2,0,0,0
11547,0.177382764477,0.0319989691672,0.426756924766,1.0368861956,185,20,101.035799230941,53.2949217085754,2,0,0,0
11544,0.127967564425,0.0139405392155,0.894022061273,1.0176074781,185,20,100.795441867597,53.7183124397461,2,0,0,0
11545,1.23193573598,0.171298126056,0.23630490616,1.11696081574,185,20,100.857607310734,52.5461881428111,2,0,0,0
11548,0.222080381063,0.0270654369389,0.620635326631,1.04403011601,185,20,101.101748645163,53.5149606222761,2,0,0,0
11549,0.381074220552,0.117607740926,0.199202665394,1.12606106896,185,20,101.291587845869,52.3621317692237,2,0,0,0
12019,0.328355849878,0.121033375099,0.162543815839,1.08038293949,185,16,114.356962346115,55.2957562732255,2,0,0,0
12018,0.0562179366352,0.0665746575656,0.0936244442091,1.0606054226,185,16,113.951115866584,54.4397651250295,2,0,0,0
12015,0.0433384947715,0.0771960385258,0.128032988947,1.1095370371,185,16,115.65837621614,50.0856197814855,2,0,0,0
12014,0.788503210213,0.233039982024,0.152814094414,1.21389973559,185,16,114.085029990147,50.5702236356425,2,0,0,0
12017,0.353435527073,0.0896661587019,0.277240441455,1.12116069959,185,16,113.356263501808,55.997087138821,2,0,0,0
12016,0.143980342721,0.0557767858527,0.217266836198,1.055362736,185,16,113.105748805963,55.2082454589806,2,0,0,0
12011,0.0094832393863,0.0708777032349,0.404134134046,1.05011810459,185,8,111.829612068105,54.5568967791097,2,0,0,0
12010,0.00167292508749,0.00710518877909,0.182980155898,1.00502412717,185,8,111.735743373889,54.4490077600413,2,0,0,0
12013,0.391732712816,0.115104361292,0.197328656868,1.08897634565,185,16,113.815677337792,51.0238374125971,2,0,0,0
12012,0.342419849634,0.17370206904,0.148043535934,1.20800429989,185,24,112.494370051801,54.4134150290999,2,0,0,0
10709,0.333315723348,0.13869658721,0.165817914427,1.18408328624,185,24,62.1418822321794,51.4857432665429,2,0,0,0
10708,0.553328104782,0.0181645566499,1.65323461631,1.0223390771,185,24,62.0923442783266,50.6221069977546,2,0,0,0
9528,0.159801268601,0.0581158533284,0.234409299648,1.0642348898,185,16,263.059425666183,53.1334961822553,2,0,0,0
9529,0.0897238667108,0.0679323750007,0.187487603991,1.06979958647,185,16,264.76860773114,53.1324319650306,2,0,0,0
9258,0.116300356916,0.0540994132059,0.264205920519,1.07342769761,185,16,257.859794140135,55.6413759475643,2,0,0,0
9259,0.367743493151,0.0578971856272,0.436644949322,1.05816571292,185,16,258.140508790309,55.5924344807718,2,0,0,0
9256,0.777287525492,0.0389498654824,0.761265225948,1.04088091254,185,16,257.468023718474,55.0359198717037,2,0,0,0
9257,0.149345274898,0.02145267739,0.571799019248,1.01927498643,185,16,257.644850404468,55.1913836028879,2,0,0,0
9254,0.0878060831201,0.0475724016109,0.24840287573,1.06033063665,185,16,257.267666315959,53.8948506351765,2,0,0,0
